1,1.053264e+03
2,1.048802e+03
3,1.035294e+03
4,1.012389e+03
5,9.795882e+02
6,9.363883e+02
7,8.825265e+02
8,8.183272e+02
9,7.450991e+02
10,6.654176e+02
11,5.830172e+02
12,5.021091e+02
13,4.263714e+02
14,3.582643e+02
15,2.989175e+02
16,2.484055e+02
17,2.061344e+02
18,1.711777e+02
19,1.425052e+02
20,1.191179e+02
21,1.001127e+02
22,8.470729e+01
23,7.224054e+01
24,6.216303e+01
25,5.402280e+01
26,4.745059e+01
27,4.214604e+01
28,3.786554e+01
29,3.441186e+01
30,3.162554e+01
31,2.937777e+01
32,2.756453e+01
33,2.610184e+01
34,2.492195e+01
35,2.397021e+01
36,2.320249e+01
37,2.258323e+01
38,2.208371e+01
39,2.168078e+01
40,2.135576e+01
41,2.109360e+01
42,2.088213e+01
43,2.071155e+01
44,2.057396e+01
45,2.046297e+01
46,2.037344e+01
47,2.030123e+01
48,2.024298e+01
49,2.019600e+01
50,2.015810e+01
51,2.012752e+01
52,2.010286e+01
53,2.008297e+01
54,2.006693e+01
55,2.005399e+01
56,2.004355e+01
57,2.003513e+01
58,2.002833e+01
59,2.002285e+01
60,2.001844e+01
61,2.001487e+01
62,2.001199e+01
63,2.000968e+01
64,2.000780e+01
65,2.000630e+01
66,2.000508e+01
67,2.000410e+01
68,2.000330e+01
69,2.000267e+01
70,2.000215e+01
71,2.000173e+01
72,2.000140e+01
73,2.000113e+01
74,2.000091e+01
75,2.000073e+01
76,2.000059e+01
77,2.000048e+01
78,2.000039e+01
79,2.000031e+01
80,2.000025e+01
81,2.000020e+01
82,2.000016e+01
83,2.000013e+01
84,2.000011e+01
85,2.000009e+01
86,2.000007e+01
87,2.000006e+01
88,2.000004e+01
89,2.000004e+01
90,2.000003e+01
91,2.000002e+01
92,2.000002e+01
93,2.000002e+01
94,2.000001e+01
95,2.000001e+01
96,2.000001e+01
97,2.000001e+01
98,2.000001e+01
99,2.000000e+01
100,2.000000e+01
101,2.000000e+01
102,2.000000e+01
103,2.000000e+01
104,2.000000e+01
105,2.000000e+01
106,2.000000e+01
107,2.000000e+01
108,2.000000e+01
109,2.000000e+01
110,2.000000e+01
111,2.000000e+01
112,2.000000e+01
113,2.000000e+01
114,2.000000e+01
115,2.000000e+01
116,2.000000e+01
117,2.000000e+01
118,2.000000e+01
119,2.000000e+01
120,2.000000e+01
121,2.000000e+01
122,2.000000e+01
123,2.000000e+01
124,2.000000e+01
125,2.000000e+01
126,2.000000e+01
127,2.000000e+01
128,2.000000e+01
129,2.000000e+01
130,2.000000e+01
131,2.000000e+01
132,2.000000e+01
133,2.000000e+01
134,2.000000e+01
135,2.000000e+01
136,2.000000e+01
137,2.000000e+01
138,2.000000e+01
139,2.000000e+01
140,2.000000e+01
141,2.000000e+01
142,2.000000e+01
143,2.000000e+01
144,2.000000e+01
145,2.000000e+01
146,2.000000e+01
147,2.000000e+01
148,2.000000e+01
149,2.000000e+01
150,2.000000e+01
151,2.000000e+01
152,2.000000e+01
153,2.000000e+01
154,2.000000e+01
155,2.000000e+01
156,2.000000e+01
157,2.000000e+01
158,2.000000e+01
159,2.000000e+01
160,2.000000e+01
161,2.000000e+01
162,2.000000e+01
163,2.000000e+01
164,2.000000e+01
165,2.000000e+01
166,2.000000e+01
167,2.000000e+01
168,2.000000e+01
169,2.000000e+01
170,2.000000e+01
171,2.000000e+01
172,2.000000e+01
173,2.000000e+01
174,2.000000e+01
175,2.000000e+01
176,2.000000e+01
177,2.000000e+01
178,2.000000e+01
179,2.000000e+01
180,2.000000e+01
181,2.000000e+01
182,2.000000e+01
183,2.000000e+01
184,2.000000e+01
185,2.000000e+01
186,2.000000e+01
187,2.000000e+01
188,2.000000e+01
189,2.000000e+01
190,2.000000e+01
191,2.000000e+01
192,2.000000e+01
193,2.000000e+01
194,2.000000e+01
195,2.000000e+01
196,2.000000e+01
197,2.000000e+01
198,2.000000e+01
199,2.000000e+01
200,2.000000e+01
201,2.000000e+01
202,2.000000e+01
203,2.000000e+01
204,2.000000e+01
205,2.000000e+01
206,2.000000e+01
207,2.000000e+01
208,2.000000e+01
209,2.000000e+01
210,2.000000e+01
211,2.000000e+01
212,2.000000e+01
213,2.000000e+01
214,2.000000e+01
215,2.000000e+01
216,2.000000e+01
217,2.000000e+01
218,2.000000e+01
219,2.000000e+01
220,2.000000e+01
221,2.000000e+01
222,2.000000e+01
223,2.000000e+01
224,2.000000e+01
225,2.000000e+01
226,2.000000e+01
227,2.000000e+01
228,2.000000e+01
229,2.000000e+01
230,2.000000e+01
231,2.000000e+01
232,2.000000e+01
233,2.000000e+01
234,2.000000e+01
235,2.000000e+01
236,2.000000e+01
237,2.000000e+01
238,2.000000e+01
239,2.000000e+01
240,2.000000e+01
241,2.000000e+01
242,2.000000e+01
243,2.000000e+01
244,2.000000e+01
245,2.000000e+01
246,2.000000e+01
247,2.000000e+01
248,2.000000e+01
249,2.000000e+01
250,2.000000e+01
251,2.000000e+01
252,2.000000e+01
253,2.000000e+01
254,2.000000e+01
255,2.000000e+01
256,2.000000e+01
257,2.000000e+01
258,2.000000e+01
259,2.000000e+01
260,2.000000e+01
261,2.000000e+01
262,2.000000e+01
263,2.000000e+01
264,2.000001e+01
265,2.000001e+01
266,2.000001e+01
267,2.000001e+01
268,2.000001e+01
269,2.000002e+01
270,2.000002e+01
271,2.000002e+01
272,2.000003e+01
273,2.000004e+01
274,2.000004e+01
275,2.000006e+01
276,2.000007e+01
277,2.000009e+01
278,2.000011e+01
279,2.000013e+01
280,2.000016e+01
281,2.000020e+01
282,2.000025e+01
283,2.000031e+01
284,2.000039e+01
285,2.000048e+01
286,2.000059e+01
287,2.000073e+01
288,2.000091e+01
289,2.000113e+01
290,2.000140e+01
291,2.000173e+01
292,2.000215e+01
293,2.000267e+01
294,2.000330e+01
295,2.000410e+01
296,2.000508e+01
297,2.000630e+01
298,2.000780e+01
299,2.000968e+01
300,2.001200e+01
301,2.001487e+01
302,2.001844e+01
303,2.002285e+01
304,2.002833e+01
305,2.003513e+01
306,2.004355e+01
307,2.005399e+01
308,2.006693e+01
309,2.008297e+01
310,2.010286e+01
311,2.012752e+01
312,2.015810e+01
313,2.019600e+01
314,2.024298e+01
315,2.030123e+01
316,2.037344e+01
317,2.046297e+01
318,2.057396e+01
319,2.071155e+01
320,2.088213e+01
